"X","Y","Name"
-140.017804219165,59.9386135834853,"07VEG"
-138.301916243718,59.0160454195055,"07VFF"
-138.229385007089,59.9131589431764,"07VFG"
-132.705736339099,52.7329618829616,"08UPD"
-132.657285740172,53.6307506938931,"08UPE"
-132.606114806815,54.5289095433005,"08UPF"
-131.303467550962,51.7978290029501,"08UQC"
-131.228014071786,52.6951260530993,"08UQD"
-131.148506450136,53.5916672065847,"08UQE"
-137.527583840138,59.0194855152639,"08VLL"
-137.595544432705,59.9167237889617,"08VLM"
-135.786721042268,59.0417498708898,"08VML"
-135.807899912486,59.9397961696529,"08VMM"
-134.067744796235,58.1430086486696,"08VNK"
-134.043550637255,59.0406087263701,"08VNL"
-134.017804219165,59.9386135834853,"08VNM"
-132.494886114992,56.3241770189433,"08VPH"
-132.434314068992,57.2218213752926,"08VPJ"
-132.370081468077,58.119290936288,"08VPK"
-132.301916243718,59.0160454195055,"08VPL"
-132.229385007089,59.9131589431764,"08VPM"
-131.242565238257,54.5318111794832,"09UUA"
-131.106154385232,51.8370985091207,"09UUT"
-131.149228390308,52.7356801349447,"09UUU"
-131.194622250196,53.633558669144,"09UUV"
-129.697920624021,54.5505885863624,"09UVA"
-129.713701444944,55.4493087736101,"09UVB"
-129.642698392415,50.9548494843515,"09UVS"
-129.65543176784,51.854130719124,"09UVT"
-129.668847586519,52.7532702313737,"09UVU"
-129.682986687223,53.6517296606262,"09UVV"
-128.151503548046,54.5496262480983,"09UWA"
-128.132318966412,55.448313949279,"09UWB"
-128.233333712685,50.0551463963324,"09UWR"
-128.218637122036,50.9540041081156,"09UWS"
-128.203157115114,51.8532578565271,"09UWT"
-128.186847500977,52.7523687671471,"09UWU"
-128.16965863842,53.6507984143364,"09UWV"
-126.606114806815,54.5289095433005,"09UXA"
-126.552045843581,55.4268982821244,"09UXB"
-126.876198181159,49.1385224649392,"09UXQ"
-126.836782201446,50.0375153531168,"09UXR"
-126.795349923139,50.9358041889517,"09UXS"
-126.751711239665,51.8344664306178,"09UXT"
-126.705736339099,52.7329618829616,"09UXU"
-126.657285740172,53.6307506938931,"09UXV"
-125.569386123683,48.207086839628,"09UYP"
-125.507814275585,49.1052131581945,"09UYQ"
-125.443106271415,50.0031377814292,"09UYR"
-125.375094352178,50.9003186626479,"09UYS"
-125.303467550962,51.7978290029501,"09UYT"
-125.228014071786,52.6951260530993,"09UYU"
-125.148506450136,53.5916672065847,"09UYV"
-131.346778969622,56.327278833342,"09VUC"
-131.40353176988,57.2250304861528,"09VUD"
-131.463715037281,58.1226126757522,"09VUE"
-131.527583840138,59.0194855152639,"09VUF"
-131.595544432705,59.9167237889617,"09VUG"
-129.730385621333,56.3473524195768,"09VVC"
-129.748067266162,57.2457988926548,"09VVD"
-129.766819145906,58.144110481531,"09VVE"
-129.786721042268,59.0417498708898,"09VVF"
-129.807899912486,59.9397961696529,"09VVG"
-128.112036253667,56.3463236204544,"09VWC"
-128.090541012079,57.244734464817,"09VWD"
-128.067744796235,58.1430086486696,"09VWE"
-128.043550637255,59.0406087263701,"09VWF"
-128.017804219165,59.9386135834853,"09VWG"
-126.494886114992,56.3241770189433,"09VXC"
-126.434314068992,57.2218213752926,"09VXD"
-126.370081468077,58.119290936288,"09VXE"
-126.301916243718,59.0160454195055,"09VXF"
-126.229385007089,59.9131589431764,"09VXG"
-125.026452051375,50.0399849520873,"10UCA"
-125.065269496604,50.9383534446065,"10UCB"
-125.106154385232,51.8370985091207,"10UCC"
-125.149228390308,52.7356801349447,"10UCD"
-125.194622250196,53.633558669144,"10UCE"
-125.242565238257,54.5318111794832,"10UCF"
-125.29322391962,55.4298977712682,"10UCG"
-124.954388704282,48.2416842867107,"10UCU"
-124.989523894341,49.1409152663429,"10UCV"
-123.630609459361,50.0559653377973,"10UDA"
-123.642698392415,50.9548494843515,"10UDB"
-123.65543176784,51.854130719124,"10UDC"
-123.668847586519,52.7532702313737,"10UDD"
-123.682986686972,53.6517296605761,"10UDE"
-123.697920624021,54.5505885863624,"10UDF"
-123.713701444944,55.4493087736101,"10UDG"
-123.608168124314,48.2566880055647,"10UDU"
-123.619109395446,49.1563985250612,"10UDV"
-122.233333712436,50.0551463962793,"10UEA"
-122.218637122036,50.9540041081156,"10UEB"
-122.203157115114,51.8532578565271,"10UEC"
-122.186847500977,52.7523687671471,"10UED"
-122.16965863842,53.6507984143364,"10UEE"
-122.151503548046,54.5496262480983,"10UEF"
-122.132318966412,55.448313949279,"10UEG"
-122.247314441641,49.1556050671217,"10UEV"
-120.836782201446,50.0375153531168,"10UFA"
-120.795349922883,50.9358041890037,"10UFB"
-120.751711239665,51.8344664306178,"10UFC"
-120.705736339099,52.7329618829616,"10UFD"
-120.657285739918,53.6307506939431,"10UFE"
-120.606114806815,54.5289095433005,"10UFF"
-120.552045843581,55.4268982821244,"10UFG"
-120.876198181159,49.1385224649392,"10UFV"
-119.443106271415,50.0031377814292,"10UGA"
-119.37509435192,50.9003186627009,"10UGB"
-119.303467550962,51.7978290029501,"10UGC"
-119.228014071786,52.6951260530993,"10UGD"
-119.148506450136,53.5916672065847,"10UGE"
-119.507814275585,49.1052131581945,"10UGV"
-125.346778969622,56.327278833342,"10VCH"
-125.40353176988,57.2250304861528,"10VCJ"
-125.463715037281,58.1226126757522,"10VCK"
-125.527583840138,59.0194855152639,"10VCL"
-125.595544432705,59.9167237889617,"10VCM"
-123.730385621333,56.3473524195768,"10VDH"
-123.748067266162,57.2457988926548,"10VDJ"
-123.766819145906,58.144110481531,"10VDK"
-123.786721042021,59.0417498709333,"10VDL"
-123.807899912239,59.9397961696953,"10VDM"
-122.112036253667,56.3463236204544,"10VEH"
-122.090541012079,57.244734464817,"10VEJ"
-122.067744796235,58.1430086486696,"10VEK"
-122.043550637255,59.0406087263701,"10VEL"
-122.017804219165,59.9386135834853,"10VEM"
-120.494886114992,56.3241770189433,"10VFH"
-120.434314068992,57.2218213752926,"10VFJ"
-120.370081467819,58.1192909363314,"10VFK"
-120.301916243718,59.0160454195055,"10VFL"
-120.229385007089,59.9131589431764,"10VFM"
-119.242565238257,54.5318111794832,"11ULA"
-119.29322391962,55.4298977712682,"11ULB"
-118.989523894341,49.1409152663429,"11ULQ"
-119.026452051375,50.0399849520873,"11ULR"
-119.065269496604,50.9383534446065,"11ULS"
-119.106154385232,51.8370985091207,"11ULT"
-119.149228390308,52.7356801349447,"11ULU"
-119.194622250196,53.633558669144,"11ULV"
-117.619109395446,49.1563985250612,"11UMQ"
-117.630609459361,50.0559653377973,"11UMR"
-117.642698392415,50.9548494843515,"11UMS"
-117.65543176784,51.854130719124,"11UMT"
-117.668847586519,52.7532702313737,"11UMU"
-116.247314441641,49.1556050671217,"11UNQ"
-116.233333712436,50.0551463962793,"11UNR"
-116.218637122036,50.9540041081157,"11UNS"
-116.203157115114,51.8532578565271,"11UNT"
-114.876198181159,49.1385224649392,"11UPQ"
-114.836782201446,50.0375153531168,"11UPR"
-114.795349922883,50.9358041890037,"11UPS"
-113.507814275585,49.1052131581945,"11UQQ"
-119.346778969622,56.327278833342,"11VLC"
-119.40353176988,57.2250304861528,"11VLD"
-119.463715037281,58.1226126757522,"11VLE"
-119.527583840138,59.0194855152639,"11VLF"
-119.595544432705,59.9167237889617,"11VLG"
